Wage,Age,Club,League,Nation,Position,Apps,Caps,Wage by Apps
213000,20,VfB Stuttgart,Bundesliga,GER,Midfilder,27,0,7888
213000,27,VTSC,Primiera Liga,POR,Goalkeeper,214,0,995
213000,29,VTSC,Primiera Liga,POR,Midfilder,277,0,768
210000,33,AC Ajaccio,Ligue 1 Uber Eats,GLP,Defender,355,10,591
210000,22,Torino,Serie A,ITA,Goalkeeper,69,0,3043
208000,19,Brentford,Premier League,ENG,Forward,12,0,17333
208000,20,Brighton,Premier League,ENG,Defender,6,0,34666
208000,22,Brighton,Premier League,NED,Defender,72,0,2888
208000,21,SV Werder,Bundesliga,ENG,Defender,74,0,2810
206000,20,Montpellier,Ligue 1 Uber Eats,FRA,Defender,28,0,7357
206000,24,Strasbourg,Ligue 1 Uber Eats,FRA,Midfilder,159,0,1295
204000,31,Cadiz,La Liga,ESP,Forward,352,0,579
204000,33,AC Ajaccio,Ligue 1 Uber Eats,FRA,Goalkeeper,305,0,668
203000,22,Troyes,Ligue 1 Uber Eats,SEN,Forward,105,0,1933
203000,27,VTSC,Primiera Liga,POR,Forward,234,0,867
203000,29,BRG,Primiera Liga,BRA,Midfilder,170,0,1194
202000,22,VfB Stuttgart,Bundesliga,DEN,Defender,87,0,2321
202000,24,Vigo,La Liga,USA,Midfilder,72,11,2805
202000,21,1. FC Koln,Bundesliga,GER,Midfilder,64,0,3156
202000,23,MRT,Primiera Liga,CZE,Goalkeeper,64,0,3156
202000,29,Troyes,Ligue 1 Uber Eats,FRA,Goalkeeper,183,0,1103
202000,31,Borussia Dortmund,Bundesliga,GER,Goalkeeper,219,0,922
202000,22,FC Augsburg,Bundesliga,GER,Defender,90,0,2244
202000,22,FC Augsburg,Bundesliga,CRO,Defender,96,0,2104
201000,25,P. Ferreira,Primiera Liga,BRA,Forward,114,0,1763
200000,20,Girona,La Liga,BRA,Forward,46,0,4347
199000,18,Troyes,Ligue 1 Uber Eats,FRA,Forward,32,0,6218
196000,24,Spezia,Serie A,POR,Defender,110,0,1781
193000,22,AJ Auxerre,Ligue 1 Uber Eats,MLI,Forward,39,5,4948
193000,22,Estoril Praia,Primiera Liga,ESP,Forward,78,0,2474
192000,22,Valladolid,La Liga,ESP,Midfilder,122,0,1573
192000,24,MRT,Primiera Liga,VEN,Forward,97,0,1979
191000,26,Reims,Ligue 1 Uber Eats,FRA,Goalkeeper,93,0,2053
191000,19,Benfica,Primiera Liga,FRA,Defender,4,0,47750
190000,34,Girona,La Liga,ESP,Goalkeeper,399,0,476
190000,26,Valladolid,La Liga,ESP,Defender,253,0,750
190000,31,Girona,La Liga,ESP,Defender,332,0,572
190000,25,Cremonese,Serie A,SEN,Goalkeeper,47,0,4042
188000,21,Toulouse FC,Ligue 1 Uber Eats,SWE,Defender,23,0,8173
187000,20,SV Werder,Bundesliga,GER,Forward,43,0,4348
187000,29,AJ Auxerre,Ligue 1 Uber Eats,GUF,Goalkeeper,136,28,1375
187000,19,FC Lorient,Ligue 1 Uber Eats,FRA,Midfilder,10,0,18700
187000,20,FC Lorient,Ligue 1 Uber Eats,FRA,Forward,25,0,7480
187000,25,AJ Auxerre,Ligue 1 Uber Eats,MAD,Defender,185,20,1010
187000,22,Toulouse FC,Ligue 1 Uber Eats,GRE,Midfilder,43,0,4348
186000,20,Real San Sebastian,La Liga,ESP,Forward,75,0,2480
186000,19,BRG,Primiera Liga,SWE,Defender,50,0,3720
186000,25,VTSC,Primiera Liga,BRA,Forward,93,0,2000
186000,22,Casa Pia,Primiera Liga,POR,Midfilder,80,0,2325
183000,34,FC Nantes,Ligue 1 Uber Eats,SVN,Goalkeeper,184,0,994
183000,21,Barcelona,La Liga,MEX,Defender,100,3,1830
182000,19,Aston Villa,Premier League,ENG,Defender,51,0,3568
182000,22,Chelsea,Premier League,NED,Defender,51,0,3568
181000,20,Udinese,Serie A,IRL,Defender,40,0,4525
181000,22,Cadiz,La Liga,ESP,Defender,57,0,3175
181000,23,Salento,Serie A,DEN,Midfilder,129,0,1403
181000,27,Santa Clara,Primiera Liga,PAR,Forward,177,0,1022
179000,30,Almeria,La Liga,ESP,Defender,363,0,493
179000,23,1. FC Koln,Bundesliga,GER,Midfilder,98,0,1826
179000,26,FC Nantes,Ligue 1 Uber Eats,FRA,Goalkeeper,61,0,2934
179000,26,Estoril Praia,Primiera Liga,POR,Midfilder,207,0,864
179000,22,Brest,Ligue 1 Uber Eats,SEN,Defender,78,0,2294
179000,24,Reims,Ligue 1 Uber Eats,BEL,Defender,56,0,3196
179000,22,Verona,Serie A,BEL,Forward,89,0,2011
179000,22,Spezia,Serie A,SWE,Defender,81,0,2209
179000,21,1. FC Koln,Bundesliga,LUX,Midfilder,60,6,2983
179000,20,Hoffenheim,Bundesliga,GER,Forward,34,0,5264
179000,18,Barcelona,La Liga,ESP,Defender,24,0,7458
179000,19,Barcelona,La Liga,ESP,Midfilder,56,0,3196
178000,24,Girona,La Liga,ESP,Defender,164,0,1085
177000,34,MRT,Primiera Liga,MOZ,Defender,269,63,657
177000,29,VTSC,Primiera Liga,ANG,Defender,184,4,961
177000,29,VTSC,Primiera Liga,VEN,Defender,190,31,931
176000,28,Cadiz,La Liga,ESP,Goalkeeper,131,0,1343
174000,24,Cadiz,La Liga,SEN,Defender,71,0,2450
174000,23,Toulouse FC,Ligue 1 Uber Eats,AUS,Midfilder,106,3,1641
173000,28,SC Freiburg,Bundesliga,NED,Forward,248,0,697
173000,23,Famalicao,Primiera Liga,POR,Defender,51,0,3392
172000,26,AJ Auxerre,Ligue 1 Uber Eats,FRA,Midfilder,153,0,1124
172000,27,Salernitana,Serie A,ITA,Defender,203,0,847
172000,18,Mainz 05,Bundesliga,GER,Forward,5,0,34400
172000,26,VfL Wolfsburg,Bundesliga,GER,Goalkeeper,35,0,4914
172000,28,VfL Bochum,Bundesliga,GHA,Midfilder,277,3,620
171000,29,Clermont,Ligue 1 Uber Eats,ANG,Defender,257,2,665
171000,20,PTM,Primiera Liga,COL,Defender,28,0,6107
170000,34,P. Ferreira,Primiera Liga,ARG,Midfilder,339,19,501
169000,22,Rio Ave,Primiera Liga,ESP,Midfilder,68,0,2485
169000,21,Espanyol,La Liga,ESP,Midfilder,108,0,1564
169000,27,Estoril Praia,Primiera Liga,POR,Midfilder,202,0,836
169000,23,A. Bilbao,La Liga,ESP,Midfilder,136,0,1242
168000,31,AC Ajaccio,Ligue 1 Uber Eats,FRA,Forward,245,0,685
168000,25,AC Ajaccio,Ligue 1 Uber Eats,SUI,Midfilder,127,0,1322
168000,20,MRT,Primiera Liga,ESP,Forward,46,0,3652
168000,33,Rio Ave,Primiera Liga,BRA,Defender,278,0,604
168000,27,Famalicao,Primiera Liga,VEN,Forward,212,4,792
168000,25,AC Ajaccio,Ligue 1 Uber Eats,CIV,Defender,93,1,1806
168000,23,AC Ajaccio,Ligue 1 Uber Eats,FRA,Forward,83,0,2024
167000,20,Rennes,Ligue 1 Uber Eats,CMR,Defender,28,1,5964
166000,20,Juventus,Serie A,ITA,Forward,33,0,5030
166000,21,MRT,Primiera Liga,POR,Defender,74,0,2243
165000,18,Salento,Serie A,CZE,Midfilder,30,0,5500
165000,32,Salernitana,Serie A,ITA,Goalkeeper,251,0,657
164000,25,Spezia,Serie A,ITA,Defender,158,0,1037
164000,33,Sampdoria,Serie A,ITA,Goalkeeper,322,0,509
164000,28,Spezia,Serie A,GHA,Forward,255,3,643
164000,21,Empoli,Serie A,ITA,Defender,113,0,1451
164000,32,Salento,Serie A,ITA,Defender,270,0,607
164000,25,Lazio,Serie A,LTU,Goalkeeper,51,0,3215
164000,31,Atalanta,Serie A,ITA,Goalkeeper,142,0,1154
163000,18,LOSC,Ligue 1 Uber Eats,CMR,Midfilder,2,0,81500
163000,18,LOSC,Ligue 1 Uber Eats,CMR,Midfilder,2,0,81500
162000,21,1. FC Koln,Bundesliga,CRO,Defender,92,0,1760
162000,22,Angers SCO,Ligue 1 Uber Eats,FRA,Midfilder,79,0,2050
161000,20,Sampdoria,Serie A,ESP,Midfilder,8,0,20125
161000,23,Almeria,La Liga,ESP,Defender,128,0,1257
160000,25,Casa Pia,Primiera Liga,BRA,Forward,97,0,1649
160000,21,Estoril Praia,Primiera Liga,POR,Forward,53,0,3018
160000,31,Girona,La Liga,ESP,Forward,432,0,370
160000,26,Elche,La Liga,ARG,Goalkeeper,58,0,2758
159000,20,Sampdoria,Serie A,ARG,Defender,24,0,6625
159000,22,Cremonese,Serie A,ITA,Goalkeeper,89,0,1786
159000,24,Bologna,Serie A,NGA,Forward,113,0,1407
159000,21,Salento,Serie A,NOR,Midfilder,45,1,3533
159000,21,Brest,Ligue 1 Uber Eats,ARG,Goalkeeper,4,0,39750
158000,29,BVT,Primiera Liga,COL,Midfilder,206,10,766
157000,24,BVT,Primiera Liga,POR,Defender,105,0,1495
157000,21,Famalicao,Primiera Liga,BRA,Goalkeeper,58,0,2706
157000,33,Rio Ave,Primiera Liga,GRE,Defender,287,39,547
157000,26,Estoril Praia,Primiera Liga,CMR,Midfilder,97,11,1618
157000,19,Benfica,Primiera Liga,POR,Midfilder,40,0,3925
157000,25,BVT,Primiera Liga,CGO,Midfilder,147,14,1068
157000,33,Estoril Praia,Primiera Liga,POR,Defender,363,0,432
157000,28,PTM,Primiera Liga,COL,Forward,207,0,758
157000,28,MRT,Primiera Liga,BRA,Defender,129,0,1217
157000,22,Famalicao,Primiera Liga,BRA,Midfilder,75,0,2093
157000,20,Gil Vicente,Primiera Liga,POR,Defender,60,0,2616
157000,29,Gil Vicente,Primiera Liga,POR,Defender,259,0,606
157000,19,Sporting CP,Primiera Liga,POR,Midfilder,9,0,17444
156000,19,Sampdoria,Serie A,ITA,Forward,1,0,156000
156000,20,Tottenham,Premier League,ENG,Defender,2,0,78000
156000,18,Brentford,Premier League,UKR,Midfilder,21,0,7428
156000,21,Crystal Palace,Premier League,NIR,Defender,115,0,1356
156000,19,Leicester,Premier League,ENG,Forward,1,0,156000
156000,19,Man City,Premier League,ENG,Midfilder,3,0,52000
156000,18,Man City,Premier League,POR,Forward,1,0,156000
156000,22,Leicester,Premier League,RSA,Midfilder,14,0,11142
156000,18,Man City,Premier League,SCO,Forward,1,0,156000
155000,21,Espanyol,La Liga,ESP,Goalkeeper,21,0,7380
155000,24,AC Ajaccio,Ligue 1 Uber Eats,FRA,Midfilder,20,0,7750
153000,25,A. Bilbao,La Liga,ESP,Forward,224,0,683
153000,23,Vallecano,La Liga,ESP,Forward,148,0,1033
150000,24,Famalicao,Primiera Liga,PAN,Midfilder,94,39,1595
150000,33,Estoril Praia,Primiera Liga,MOZ,Defender,353,58,424
150000,25,BVT,Primiera Liga,VEN,Forward,119,20,1260
150000,21,Getafe,La Liga,ESP,Forward,55,0,2727
150000,23,Rio Ave,Primiera Liga,BRA,Defender,102,0,1470
150000,20,Chaves,Primiera Liga,ESP,Forward,65,0,2307
149000,23,Girona,La Liga,URU,Defender,114,0,1307
148000,22,Real Hispalis,La Liga,ARG,Midfilder,93,0,1591
147000,19,Toulouse FC,Ligue 1 Uber Eats,ALG,Midfilder,6,0,24500
147000,20,Reims,Ligue 1 Uber Eats,SEN,Midfilder,36,1,4083
147000,19,Reims,Ligue 1 Uber Eats,MLI,Midfilder,14,0,10500
147000,25,Angers SCO,Ligue 1 Uber Eats,ALG,Midfilder,83,3,1771
147000,22,SV Werder,Bundesliga,GER,Defender,91,0,1615
147000,19,Angers SCO,Ligue 1 Uber Eats,FRA,Defender,38,0,3868
147000,22,Reims,Ligue 1 Uber Eats,FRA,Goalkeeper,3,0,49000
147000,23,Brianza,Serie A,ITA,Midfilder,92,0,1597
146000,26,VfL Bochum,Bundesliga,GAM,Defender,149,6,979
146000,22,Santa Clara,Primiera Liga,BRA,Midfilder,18,0,8111
146000,23,Famalicao,Primiera Liga,BRA,Defender,101,0,1445
146000,27,BRG,Primiera Liga,POR,Goalkeeper,163,0,895
145000,21,Toulouse FC,Ligue 1 Uber Eats,NED,Forward,67,0,2164
144000,22,Mallorca,La Liga,ESP,Goalkeeper,57,0,2526
144000,27,Arouca,Primiera Liga,POR,Defender,232,0,620
144000,21,FC Lorient,Ligue 1 Uber Eats,CMR,Defender,70,0,2057
143000,20,Spezia,Serie A,LVA,Forward,106,23,1349
143000,35,P. Ferreira,Primiera Liga,POR,Defender,341,13,419
143000,24,Clermont,Ligue 1 Uber Eats,FRA,Goalkeeper,28,0,5107
143000,19,RB Leipzig,Bundesliga,USA,Forward,64,0,2234
141000,23,P. Ferreira,Primiera Liga,ESP,Forward,67,0,2104
141000,41,BVT,Primiera Liga,BRA,Goalkeeper,354,0,398
141000,23,Famalicao,Primiera Liga,POR,Defender,92,0,1532
141000,26,Famalicao,Primiera Liga,ESP,Defender,142,0,992
141000,27,Famalicao,Primiera Liga,POR,Forward,233,0,605
141000,24,Gil Vicente,Primiera Liga,ESP,Forward,149,0,946
141000,20,Benfica,Primiera Liga,POR,Forward,25,0,5640
141000,24,MRT,Primiera Liga,POR,Midfilder,135,0,1044
141000,25,Rio Ave,Primiera Liga,BRA,Defender,88,0,1602
141000,26,Santa Clara,Primiera Liga,ESP,Defender,136,0,1036
141000,25,Rio Ave,Primiera Liga,POR,Midfilder,113,0,1247
141000,32,Famalicao,Primiera Liga,POR,Defender,275,0,512
141000,21,Chaves,Primiera Liga,POR,Defender,38,0,3710
141000,25,Gil Vicente,Primiera Liga,ESP,Defender,131,0,1076
141000,31,Rio Ave,Primiera Liga,POR,Midfilder,241,0,585
141000,24,VTSC,Primiera Liga,BRA,Forward,140,0,1007
141000,21,Estoril Praia,Primiera Liga,POR,Defender,44,0,3204
141000,22,AC Ajaccio,Ligue 1 Uber Eats,FRA,Defender,31,0,4548
140000,21,Hoffenheim,Bundesliga,GER,Goalkeeper,47,0,2978
140000,19,AJ Auxerre,Ligue 1 Uber Eats,FRA,Defender,18,0,7777
140000,19,Inter,Serie A,ITA,Defender,1,0,140000
139000,22,Santa Clara,Primiera Liga,BRA,Forward,36,0,3861
139000,25,Elche,La Liga,ESP,Midfilder,210,0,661
138000,18,Vigo,La Liga,SWE,Midfilder,58,0,2379
138000,23,Atletico Pamplona,La Liga,ESP,Defender,140,0,985
138000,24,Getafe,La Liga,ESP,Defender,154,0,896
138000,24,Almeria,La Liga,ESP,Defender,152,0,907
138000,24,Mallorca,La Liga,ESP,Midfilder,197,0,700
138000,23,Getafe,La Liga,ESP,Midfilder,88,0,1568
138000,23,Vallecano,La Liga,ESP,Defender,133,0,1037
138000,21,Valencia,La Liga,GEO,Goalkeeper,80,3,1725
138000,23,Vallecano,La Liga,ESP,Defender,77,0,1792
138000,19,Girona,La Liga,ESP,Defender,55,0,2509
138000,24,Cadiz,La Liga,PAR,Defender,117,21,1179
138000,22,Elche,La Liga,ARG,Defender,49,0,2816
138000,19,Almeria,La Liga,SRB,Forward,18,0,7666
138000,25,Real San Sebastian,La Liga,ESP,Goalkeeper,104,0,1326
137000,22,Angers SCO,Ligue 1 Uber Eats,FRA,Forward,17,0,8058
137000,32,Famalicao,Primiera Liga,POR,Midfilder,382,0,358
136000,19,Sampdoria,Serie A,SVN,Goalkeeper,10,0,13600
136000,30,Atletico Pamplona,La Liga,ESP,Defender,258,0,527
135000,27,Montpellier,Ligue 1 Uber Eats,MLI,Defender,177,28,762
135000,20,MRT,Primiera Liga,POR,Defender,66,0,2045
135000,23,VTSC,Primiera Liga,POR,Forward,132,0,1022
135000,26,Gil Vicente,Primiera Liga,IRN,Forward,272,3,496
134000,18,Eintracht Frankfurt,Bundesliga,ALB,Goalkeeper,28,0,4785
134000,21,VfL Bochum,Bundesliga,GER,Midfilder,69,0,1942
134000,22,Cremonese,Serie A,ITA,Defender,102,0,1313
134000,29,Mallorca,La Liga,ESP,Forward,323,0,414
134000,21,Gil Vicente,Primiera Liga,ESP,Midfilder,58,0,2310
134000,36,AC Ajaccio,Ligue 1 Uber Eats,FRA,Midfilder,426,0,314
133000,27,SV Werder,Bundesliga,GER,Goalkeeper,125,0,1064
133000,22,Girona,La Liga,MLI,Midfilder,51,0,2607
133000,22,Cremonese,Serie A,ITA,Goalkeeper,55,0,2418
132000,27,VTSC,Primiera Liga,BRA,Forward,165,0,800
132000,21,Famalicao,Primiera Liga,ESP,Midfilder,102,0,1294
132000,37,P. Ferreira,Primiera Liga,BRA,Midfilder,348,0,379
132000,30,BVT,Primiera Liga,BRA,Goalkeeper,42,0,3142
132000,27,BVT,Primiera Liga,CUW,Forward,127,10,1039
132000,27,Santa Clara,Primiera Liga,BRA,Forward,174,0,758
132000,22,Estoril Praia,Primiera Liga,POR,Defender,56,0,2357
132000,32,Famalicao,Primiera Liga,POR,Forward,265,0,498
130000,20,Liverpool,Premier League,WAL,Defender,5,0,26000
130000,19,Liverpool,Premier League,ENG,Midfilder,2,0,65000
130000,19,Liverpool,Premier League,ENG,Forward,13,0,10000
130000,18,Liverpool,Premier League,ENG,Midfilder,16,0,8125
130000,19,Liverpool,Premier League,FRA,Defender,9,0,14444
130000,20,Arsenal,Premier League,EST,Goalkeeper,10,14,13000
130000,21,Everton,Premier League,ENG,Forward,62,0,2096
130000,20,Chelsea,Premier League,USA,Goalkeeper,23,0,5652
130000,23,Newcastle,Premier League,PER,Midfilder,63,0,2063
130000,20,Fulham,Premier League,BUL,Forward,38,0,3421
130000,22,Southampton,Premier League,ENG,Defender,26,0,5000
130000,19,Brentford,Premier League,ENG,Midfilder,2,0,65000
130000,18,Valencia,La Liga,ESP,Defender,9,0,14444
130000,20,Fulham,Premier League,ENG,Goalkeeper,40,0,3250
130000,20,Chelsea,Premier League,FIN,Goalkeeper,23,0,5652
130000,19,Chelsea,Premier League,ENG,Forward,16,0,8125
130000,19,Liverpool,Premier League,POL,Goalkeeper,31,0,4193
130000,20,Brentford,Premier League,FRA,Defender,5,0,26000
130000,18,Chelsea,Premier League,ENG,Defender,6,0,21666
130000,18,Chelsea,Premier League,MAR,Goalkeeper,5,0,26000
130000,20,Aston Villa,Premier League,ENG,Defender,5,0,26000
130000,19,Man UFC,Premier League,ENG,Defender,6,0,21666
130000,19,Wolves,Premier League,POR,Defender,13,0,10000
129000,19,Montpellier,Ligue 1 Uber Eats,CGO,Forward,25,10,5160
129000,23,Fiorentina,Serie A,ITA,Goalkeeper,43,0,3000
129000,22,MRT,Primiera Liga,BRA,Midfilder,47,0,2744
128000,18,OL,Ligue 1 Uber Eats,FRA,Midfilder,6,0,21333
128000,19,Valencia,La Liga,URU,Defender,43,0,2976
128000,24,Famalicao,Primiera Liga,ALB,Defender,70,8,1828
128000,25,VIZ,Primiera Liga,MLI,Forward,88,1,1454
128000,26,VIZ,Primiera Liga,POR,Defender,154,0,831
128000,24,Estoril Praia,Primiera Liga,FRA,Midfilder,110,0,1163
128000,27,Salento,Serie A,ITA,Goalkeeper,145,0,882
128000,25,Cremonese,Serie A,ITA,Defender,134,0,955
128000,23,Angers SCO,Ligue 1 Uber Eats,BIH,Defender,77,0,1662
128000,20,Brest,Ligue 1 Uber Eats,FRA,Defender,24,0,5333
128000,20,Angers SCO,Ligue 1 Uber Eats,FRA,Midfilder,11,0,11636
127000,32,Almeria,La Liga,ESP,Goalkeeper,404,0,314
126000,35,AC Ajaccio,Ligue 1 Uber Eats,GLP,Defender,411,13,306
125000,20,P. Ferreira,Primiera Liga,BRA,Forward,26,0,4807
125000,21,Vigo,La Liga,ESP,Defender,46,0,2717
124000,28,VTSC,Primiera Liga,GHA,Midfilder,104,0,1192
124000,24,VTSC,Primiera Liga,FRA,Midfilder,85,0,1458
124000,23,BVT,Primiera Liga,MNE,Midfilder,92,3,1347
124000,20,Lazio,Serie A,ITA,Midfilder,1,0,124000
123000,25,VfL Bochum,Bundesliga,GER,Defender,180,0,683
123000,31,Rio Ave,Primiera Liga,BRA,Goalkeeper,123,0,1000
123000,26,Chaves,Primiera Liga,SEN,Midfilder,143,6,860
123000,21,MRT,Primiera Liga,POR,Defender,39,0,3153
123000,20,Benfica,Primiera Liga,POR,Goalkeeper,12,0,10250
123000,21,Toulouse FC,Ligue 1 Uber Eats,FRA,Defender,48,0,2562
123000,20,Benfica,Primiera Liga,ALB,Defender,7,1,17571
123000,20,VTSC,Primiera Liga,ITA,Defender,40,0,3075
123000,26,PTM,Primiera Liga,MAR,Defender,122,0,1008
123000,26,Chaves,Primiera Liga,ESP,Forward,207,0,594
123000,34,Rio Ave,Primiera Liga,POR,Midfilder,366,0,336
123000,32,MRT,Primiera Liga,GEO,Goalkeeper,204,17,602
123000,25,Famalicao,Primiera Liga,RUS,Goalkeeper,73,0,1684
123000,34,Gil Vicente,Primiera Liga,POR,Midfilder,415,0,296
123000,31,Gil Vicente,Primiera Liga,RUS,Goalkeeper,202,2,608
123000,26,Rio Ave,Primiera Liga,GHA,Forward,155,7,793
123000,25,VIZ,Primiera Liga,POR,Defender,156,0,788
123000,34,VIZ,Primiera Liga,BRA,Midfilder,402,0,305
123000,31,BVT,Primiera Liga,FRA,Defender,225,0,546
123000,27,Chaves,Primiera Liga,CPV,Defender,237,23,518
122000,35,AC Ajaccio,Ligue 1 Uber Eats,TUN,Forward,332,6,367
120000,19,Sampdoria,Serie A,ITA,Midfilder,3,0,40000
120000,24,Cadiz,La Liga,MLI,Midfilder,56,0,2142
119000,19,LOSC,Ligue 1 Uber Eats,FRA,Midfilder,46,0,2586
119000,27,Chaves,Primiera Liga,BRA,Defender,159,0,748
119000,29,PTM,Primiera Liga,BRA,Forward,187,0,636
119000,28,BVT,Primiera Liga,GAM,Forward,176,6,676
119000,25,VTSC,Primiera Liga,POR,Defender,134,0,888
116000,21,Toulouse FC,Ligue 1 Uber Eats,NOR,Defender,98,0,1183
114000,21,Arsenal,Premier League,ENG,Midfilder,81,0,1407
113000,21,Reims,Ligue 1 Uber Eats,NOR,Forward,37,0,3054
113000,20,Benfica,Primiera Liga,POR,Defender,33,0,3424
113000,27,Gil Vicente,Primiera Liga,BRA,Midfilder,147,0,768
112000,19,Hoffenheim,Bundesliga,ESP,Goalkeeper,12,0,9333
112000,19,Sporting CP,Primiera Liga,POR,Defender,33,0,3393
112000,22,Hertha Berlin,Bundesliga,GER,Forward,25,0,4480
112000,35,MRT,Primiera Liga,POR,Forward,353,0,317
112000,24,Casa Pia,Primiera Liga,JPN,Forward,158,0,708
112000,28,PTM,Primiera Liga,BRA,Midfilder,182,0,615
112000,24,Gil Vicente,Primiera Liga,POR,Defender,116,0,965
112000,30,Salento,Serie A,ALB,Defender,258,13,434
112000,26,Casa Pia,Primiera Liga,NGA,Forward,172,0,651
112000,25,VTSC,Primiera Liga,JPN,Defender,186,5,602
112000,23,Espanyol,La Liga,BRA,Midfilder,58,0,1931
112000,30,Rio Ave,Primiera Liga,POR,Defender,260,0,430
112000,28,Chaves,Primiera Liga,POR,Midfilder,218,0,513
112000,20,Famalicao,Primiera Liga,POR,Defender,34,0,3294
112000,24,Rio Ave,Primiera Liga,GHA,Forward,111,0,1009
112000,23,BRG,Primiera Liga,ESP,Midfilder,48,0,2333
112000,24,Famalicao,Primiera Liga,ROU,Midfilder,91,0,1230
112000,23,Chaves,Primiera Liga,GHA,Midfilder,95,0,1178
112000,22,Toulouse FC,Ligue 1 Uber Eats,NED,Forward,56,0,2000
112000,27,MRT,Primiera Liga,BRA,Defender,125,0,896
112000,30,MRT,Primiera Liga,BRA,Defender,233,0,480
112000,31,MRT,Primiera Liga,POR,Defender,272,0,411
112000,28,VIZ,Primiera Liga,BRA,Defender,140,0,800
112000,23,Famalicao,Primiera Liga,POR,Midfilder,60,0,1866
112000,27,Estoril Praia,Primiera Liga,BRA,Defender,75,0,1493
112000,26,Rio Ave,Primiera Liga,COL,Forward,162,0,691
112000,31,AC Ajaccio,Ligue 1 Uber Eats,FRA,Forward,277,0,404
112000,28,MRT,Primiera Liga,BRA,Defender,133,0,842
112000,19,Hertha Berlin,Bundesliga,GER,Forward,36,0,3111
112000,23,VIZ,Primiera Liga,MNE,Forward,106,12,1056
111000,23,Elche,La Liga,ARG,Defender,84,0,1321
111000,19,Famalicao,Primiera Liga,FRA,Forward,4,0,27750
110000,20,Sporting CP,Primiera Liga,POR,Forward,2,0,55000
110000,25,Sporting CP,Primiera Liga,POR,Goalkeeper,74,0,1486
110000,34,Rio Ave,Primiera Liga,POR,Forward,316,1,348
110000,23,Gil Vicente,Primiera Liga,JPN,Midfilder,116,0,948
110000,24,Estoril Praia,Primiera Liga,POR,Goalkeeper,107,0,1028
107000,24,Casa Pia,Primiera Liga,CMR,Defender,60,1,1783
106000,21,Toulouse FC,Ligue 1 Uber Eats,CPV,Defender,30,3,3533
106000,19,Mallorca,La Liga,COL,Forward,42,0,2523
105000,30,VIZ,Primiera Liga,IRQ,Midfilder,205,20,512
105000,29,P. Ferreira,Primiera Liga,CHI,Defender,254,9,413
105000,33,Casa Pia,Primiera Liga,BRA,Forward,300,0,350
105000,24,MRT,Primiera Liga,POR,Forward,132,0,795
105000,19,Famalicao,Primiera Liga,POR,Forward,32,0,3281
105000,22,Rio Ave,Primiera Liga,POR,Defender,47,0,2234
105000,25,Santa Clara,Primiera Liga,POR,Defender,152,0,690
105000,30,Santa Clara,Primiera Liga,POR,Forward,266,0,394
105000,26,Casa Pia,Primiera Liga,POR,Defender,190,0,552
105000,36,Santa Clara,Primiera Liga,ARG,Goalkeeper,218,0,481
105000,26,VIZ,Primiera Liga,POR,Forward,270,0,388
105000,20,VTSC,Primiera Liga,POR,Defender,52,0,2019
104000,22,Everton,Premier League,ENG,Goalkeeper,32,0,3250
104000,35,Man UFC,Premier League,ENG,Midfilder,468,4,222
104000,20,Brentford,Premier League,IRL,Forward,12,0,8666
104000,18,Aston Villa,Premier League,ENG,Midfilder,1,0,104000
104000,20,Brentford,Premier League,IRL,Defender,7,0,14857
104000,18,Leeds,Premier League,ENG,Forward,5,0,20800
104000,20,West Ham,Premier League,ENG,Midfilder,1,0,104000
104000,21,Leicester,Premier League,GUY,Defender,8,2,13000
104000,19,Brighton,Premier League,IRL,Midfilder,2,0,52000
104000,19,Brighton,Premier League,ENG,Goalkeeper,25,0,4160
104000,19,Estoril Praia,Primiera Liga,CRC,Midfilder,64,8,1625
104000,19,Brighton,Premier League,AUS,Forward,1,0,104000
104000,23,Tottenham,Premier League,ENG,Goalkeeper,19,0,5473
104000,19,Leeds,Premier League,ENG,Forward,1,0,104000
104000,19,Brighton,Premier League,ENG,Defender,1,0,104000
104000,22,Arsenal,Premier League,NOR,Forward,40,0,2600
104000,22,FC Augsburg,Bundesliga,ITA,Forward,119,0,873
104000,18,Brighton,Premier League,IRL,Forward,5,0,20800
104000,33,Liverpool,Premier League,ENG,Midfilder,394,0,263
104000,22,Fulham,Premier League,AUS,Midfilder,16,0,6500
104000,19,Man UFC,Premier League,IRQ,Midfilder,1,2,104000
104000,19,Brighton,Premier League,ENG,Goalkeeper,20,0,5200
103000,36,AJ Auxerre,Ligue 1 Uber Eats,FRA,Forward,396,0,260
103000,24,Brest,Ligue 1 Uber Eats,FRA,Midfilder,104,0,990
103000,22,Mainz 05,Bundesliga,GER,Defender,56,0,1839
101000,19,FC Nantes,Ligue 1 Uber Eats,FRA,Defender,40,0,2525
101000,27,PTM,Primiera Liga,HON,Forward,225,18,448
101000,24,BVT,Primiera Liga,POR,Midfilder,80,0,1262
101000,27,VIZ,Primiera Liga,BRA,Defender,116,0,870
101000,27,Santa Clara,Primiera Liga,BRA,Defender,105,0,961
101000,26,Santa Clara,Primiera Liga,JPN,Defender,220,6,459
101000,25,Chaves,Primiera Liga,BRA,Forward,137,0,737
101000,21,Benfica,Primiera Liga,JPN,Goalkeeper,9,0,11222
101000,20,Estoril Praia,Primiera Liga,POR,Defender,4,0,25250
101000,26,VIZ,Primiera Liga,POR,Midfilder,151,0,668
